student_id,chapter_id,emotion,confidence
1a11bc41-131c-4997-952f-b3ffdac09818,84bc861c-223e-40c4-8b85-5dcc91df3683,drowsy,0.71
1a11bc41-131c-4997-952f-b3ffdac09818,84bc861c-223e-40c4-8b85-5dcc91df3683,engaged,0.86
1a11bc41-131c-4997-952f-b3ffdac09818,84bc861c-223e-40c4-8b85-5dcc91df3683,happy,0.59
671e6c95-d8a8-44a9-9263-de1f2539d1c4,e82c5df7-88ec-4e25-b105-2019a9375744,frustrated,0.64
189dd3b1-e651-4e30-91f6-298d010cb0f0,1783414f-2acb-4df6-b3fa-c7faf2e9c4f5,happy,0.85
189dd3b1-e651-4e30-91f6-298d010cb0f0,1783414f-2acb-4df6-b3fa-c7faf2e9c4f5,engaged,0.54
189dd3b1-e651-4e30-91f6-298d010cb0f0,1783414f-2acb-4df6-b3fa-c7faf2e9c4f5,engaged,0.6
189dd3b1-e651-4e30-91f6-298d010cb0f0,1783414f-2acb-4df6-b3fa-c7faf2e9c4f5,happy,0.86
4a8606ad-6b4b-4906-a1d5-c348998e2a44,c7e9a054-eaed-4c63-a666-b0e14f023539,bored,0.92
4a8606ad-6b4b-4906-a1d5-c348998e2a44,c7e9a054-eaed-4c63-a666-b0e14f023539,confused,0.85
4a8606ad-6b4b-4906-a1d5-c348998e2a44,c7e9a054-eaed-4c63-a666-b0e14f023539,engaged,0.75
4a8606ad-6b4b-4906-a1d5-c348998e2a44,c7e9a054-eaed-4c63-a666-b0e14f023539,drowsy,0.55
a0fdb2de-9efa-448d-9c08-4e03729ffba3,1f82ff6b-efc7-4308-b26b-2a11036058c2,bored,0.9
5fd50c7f-8f85-494d-88b9-cb2d5121bf0f,3e87658f-d780-4702-bd3e-597ea92204ae,engaged,0.56
5fd50c7f-8f85-494d-88b9-cb2d5121bf0f,3e87658f-d780-4702-bd3e-597ea92204ae,engaged,0.68
5fd50c7f-8f85-494d-88b9-cb2d5121bf0f,3e87658f-d780-4702-bd3e-597ea92204ae,happy,0.52
5fd50c7f-8f85-494d-88b9-cb2d5121bf0f,3e87658f-d780-4702-bd3e-597ea92204ae,engaged,0.84
f22a7889-4b43-4ce2-9596-af069b941c91,37b2797c-6682-48ce-99ab-d05419b0a0ef,happy,0.74
f22a7889-4b43-4ce2-9596-af069b941c91,37b2797c-6682-48ce-99ab-d05419b0a0ef,happy,0.94
f22a7889-4b43-4ce2-9596-af069b941c91,37b2797c-6682-48ce-99ab-d05419b0a0ef,confused,0.57
9ce1d60d-5963-4810-a809-49267f4b3d12,bb276bc1-4f5a-4e59-8d3a-d7fa101465d2,confused,0.89
9ce1d60d-5963-4810-a809-49267f4b3d12,bb276bc1-4f5a-4e59-8d3a-d7fa101465d2,frustrated,0.75
9ce1d60d-5963-4810-a809-49267f4b3d12,bb276bc1-4f5a-4e59-8d3a-d7fa101465d2,engaged,0.68
9ce1d60d-5963-4810-a809-49267f4b3d12,bb276bc1-4f5a-4e59-8d3a-d7fa101465d2,engaged,0.81
41ffb463-f5a6-41c5-a188-7a3f700344c7,6a1527b7-274e-4025-8d62-7300aeef1254,confused,0.88
41ffb463-f5a6-41c5-a188-7a3f700344c7,6a1527b7-274e-4025-8d62-7300aeef1254,bored,0.71
41ffb463-f5a6-41c5-a188-7a3f700344c7,6a1527b7-274e-4025-8d62-7300aeef1254,confused,0.61
41ffb463-f5a6-41c5-a188-7a3f700344c7,6a1527b7-274e-4025-8d62-7300aeef1254,happy,0.94
60410e39-d92c-4845-8e82-e94653e4bf98,17e3bb60-a2ea-4ba3-b7f5-8b9e2924f125,happy,0.65
60410e39-d92c-4845-8e82-e94653e4bf98,17e3bb60-a2ea-4ba3-b7f5-8b9e2924f125,happy,0.98
60410e39-d92c-4845-8e82-e94653e4bf98,17e3bb60-a2ea-4ba3-b7f5-8b9e2924f125,happy,0.87
60410e39-d92c-4845-8e82-e94653e4bf98,17e3bb60-a2ea-4ba3-b7f5-8b9e2924f125,happy,0.83
a1108901-1097-4cab-92ee-f83c41d94db1,08502d75-001a-4746-9f8c-6c389813626b,bored,0.51
a1108901-1097-4cab-92ee-f83c41d94db1,08502d75-001a-4746-9f8c-6c389813626b,bored,0.72
026d895e-8435-4e5e-9d59-1b3ebd5f8d36,ef191b5d-7c28-4758-be48-d6e35df07861,engaged,0.74
026d895e-8435-4e5e-9d59-1b3ebd5f8d36,ef191b5d-7c28-4758-be48-d6e35df07861,bored,0.68
2eafe263-d549-40fd-8857-8e7b6d7d4129,0c832f13-ea9f-41d3-89ac-772dceb42325,drowsy,0.57
2eafe263-d549-40fd-8857-8e7b6d7d4129,0c832f13-ea9f-41d3-89ac-772dceb42325,happy,0.68
2eafe263-d549-40fd-8857-8e7b6d7d4129,0c832f13-ea9f-41d3-89ac-772dceb42325,engaged,0.54
2eafe263-d549-40fd-8857-8e7b6d7d4129,0c832f13-ea9f-41d3-89ac-772dceb42325,drowsy,0.64
9472c2e6-7915-4f77-9a45-541fd029fc30,1d5a8a86-b8ce-4ae8-a836-0130bf528dd9,engaged,0.54
27ff9f56-3a99-4c61-91b8-c639b2b8a868,84bc861c-223e-40c4-8b85-5dcc91df3683,happy,0.86
27ff9f56-3a99-4c61-91b8-c639b2b8a868,84bc861c-223e-40c4-8b85-5dcc91df3683,confused,0.82
27ff9f56-3a99-4c61-91b8-c639b2b8a868,84bc861c-223e-40c4-8b85-5dcc91df3683,happy,0.95
3f155382-a9e6-4917-838b-8e489de307b1,cdb9c870-6a5f-4bff-a70d-30ff378dc227,engaged,0.68
f33966b7-6928-4ead-85fa-d4ebb3084bbd,12bc27c1-fe24-42c3-a1cf-68cb14fc2726,happy,0.88
f33966b7-6928-4ead-85fa-d4ebb3084bbd,12bc27c1-fe24-42c3-a1cf-68cb14fc2726,engaged,0.78
f33966b7-6928-4ead-85fa-d4ebb3084bbd,12bc27c1-fe24-42c3-a1cf-68cb14fc2726,frustrated,0.81
f33966b7-6928-4ead-85fa-d4ebb3084bbd,12bc27c1-fe24-42c3-a1cf-68cb14fc2726,frustrated,0.76
a7e65ee2-0f90-4ff7-95ef-db30dbca040d,61c217be-f5d5-46bc-80dd-c4fcff0bda8c,engaged,0.87
a7e65ee2-0f90-4ff7-95ef-db30dbca040d,61c217be-f5d5-46bc-80dd-c4fcff0bda8c,happy,0.52
a6a4285b-7342-4c13-962b-13e89fdac0f8,e14f9028-8b03-4650-a739-145d2d982681,bored,0.54
8d6c051c-31b2-468d-9283-a1346a462bbb,1c4ca3db-bb96-4416-b617-09d20a18a84f,happy,0.55
8d6c051c-31b2-468d-9283-a1346a462bbb,1c4ca3db-bb96-4416-b617-09d20a18a84f,happy,0.64
8d6c051c-31b2-468d-9283-a1346a462bbb,1c4ca3db-bb96-4416-b617-09d20a18a84f,frustrated,0.78
8d6c051c-31b2-468d-9283-a1346a462bbb,1c4ca3db-bb96-4416-b617-09d20a18a84f,bored,0.81
4905f734-84ab-4bb4-93b7-164a2e05efa9,c275656c-3b7c-47a3-8286-16ef03f443b1,bored,0.84
53b8d099-7b5e-4ca3-839b-e91361585cb4,e86ad7f3-85cd-49c5-8480-3660505bf512,bored,0.63
53b8d099-7b5e-4ca3-839b-e91361585cb4,e86ad7f3-85cd-49c5-8480-3660505bf512,engaged,0.81
7968e28f-18e9-4d13-ae12-06e5baab2965,fdd06f53-1583-4039-a7d1-094cc7e86636,happy,0.56
59ebd485-7f1d-4a3e-bb71-764f5579817c,0c832f13-ea9f-41d3-89ac-772dceb42325,frustrated,0.5
59ebd485-7f1d-4a3e-bb71-764f5579817c,0c832f13-ea9f-41d3-89ac-772dceb42325,confused,0.83
59ebd485-7f1d-4a3e-bb71-764f5579817c,0c832f13-ea9f-41d3-89ac-772dceb42325,drowsy,0.84
216b974f-e287-465b-8353-e771f69df97e,0fdab15a-81d0-4631-8cc4-7aa3cda3f46f,happy,0.8
216b974f-e287-465b-8353-e771f69df97e,0fdab15a-81d0-4631-8cc4-7aa3cda3f46f,confused,0.62
60ec872c-56f9-43cb-bca0-bf213c0506f1,17e3bb60-a2ea-4ba3-b7f5-8b9e2924f125,happy,0.95
1684944f-a6e9-46c5-8202-5c01c1eaef23,434fda94-4178-4801-b233-4fe8b6377172,happy,0.92
1684944f-a6e9-46c5-8202-5c01c1eaef23,434fda94-4178-4801-b233-4fe8b6377172,confused,0.75
1684944f-a6e9-46c5-8202-5c01c1eaef23,434fda94-4178-4801-b233-4fe8b6377172,happy,0.97
36139039-61e8-47b2-8ae1-8c4439ded02e,4ff596db-71f0-42a7-8915-82f158811983,engaged,0.64
36139039-61e8-47b2-8ae1-8c4439ded02e,4ff596db-71f0-42a7-8915-82f158811983,drowsy,0.74
44b08c32-03fc-4933-bf94-bd08914be50e,629ac5a5-7c34-4fb0-8e37-e248ba4325b1,bored,0.95
44b08c32-03fc-4933-bf94-bd08914be50e,629ac5a5-7c34-4fb0-8e37-e248ba4325b1,happy,0.72
9fed5260-9bae-41ad-b5c6-61951268699c,39ac3102-1ea8-48fc-9019-99f785343a49,happy,0.73
9fed5260-9bae-41ad-b5c6-61951268699c,39ac3102-1ea8-48fc-9019-99f785343a49,confused,0.54
1c508621-4a98-458d-bb3c-05169c154ea8,39ac3102-1ea8-48fc-9019-99f785343a49,drowsy,0.6
1c508621-4a98-458d-bb3c-05169c154ea8,39ac3102-1ea8-48fc-9019-99f785343a49,frustrated,0.58
1c508621-4a98-458d-bb3c-05169c154ea8,39ac3102-1ea8-48fc-9019-99f785343a49,drowsy,0.77
89c9e2bd-02fc-4239-b32f-c3e5a80af6d9,47800378-7c13-4873-8a4e-15082ec11d6f,engaged,0.65
89c9e2bd-02fc-4239-b32f-c3e5a80af6d9,47800378-7c13-4873-8a4e-15082ec11d6f,happy,0.54
27b3c5bf-4620-4a17-bdc8-c04469851943,1f82ff6b-efc7-4308-b26b-2a11036058c2,engaged,0.74
27b3c5bf-4620-4a17-bdc8-c04469851943,1f82ff6b-efc7-4308-b26b-2a11036058c2,engaged,0.82
2f2b3797-d5eb-4d88-b927-ad4eb66fbd75,f99fdd8c-edd0-4948-98c7-5e392d9c0464,happy,0.85
2f2b3797-d5eb-4d88-b927-ad4eb66fbd75,f99fdd8c-edd0-4948-98c7-5e392d9c0464,bored,0.9
2b220d97-f631-4712-b82f-7d2fbf9ee71c,c50f003b-39a7-4345-8e9b-03c93589d37f,engaged,0.73
2b220d97-f631-4712-b82f-7d2fbf9ee71c,c50f003b-39a7-4345-8e9b-03c93589d37f,drowsy,0.69
6a321b85-1ba4-41f0-beb8-2108c16641ea,7eca250a-43f4-41e4-9265-5e186f87be71,confused,0.83
165ef2ac-a644-4486-af9d-2e1665514ce3,2bfab3a2-dd1e-4b36-834a-d02c615efb0c,confused,0.51
165ef2ac-a644-4486-af9d-2e1665514ce3,2bfab3a2-dd1e-4b36-834a-d02c615efb0c,drowsy,0.8
165ef2ac-a644-4486-af9d-2e1665514ce3,2bfab3a2-dd1e-4b36-834a-d02c615efb0c,happy,0.69
801a6868-29f0-417b-a9f2-fa06b906ee14,f195f5da-112c-4ebd-94af-dd02e1f0b797,happy,0.72
801a6868-29f0-417b-a9f2-fa06b906ee14,f195f5da-112c-4ebd-94af-dd02e1f0b797,happy,0.64
0223d530-4be9-41e7-97f7-de31be5ca8b5,4a36793c-77ad-4cab-80a4-6b64611bb1f2,engaged,0.56
20928875-7752-4e2e-8c4a-042b51fc79a6,2bfab3a2-dd1e-4b36-834a-d02c615efb0c,happy,0.69
20928875-7752-4e2e-8c4a-042b51fc79a6,2bfab3a2-dd1e-4b36-834a-d02c615efb0c,happy,0.65
20928875-7752-4e2e-8c4a-042b51fc79a6,2bfab3a2-dd1e-4b36-834a-d02c615efb0c,happy,0.96
efbd06ac-4953-44d3-996d-6eec3e9ebf46,f88e52d4-0310-4e95-90a0-f6de7fd6da86,happy,0.95
efbd06ac-4953-44d3-996d-6eec3e9ebf46,f88e52d4-0310-4e95-90a0-f6de7fd6da86,happy,0.81
b8b7b9cb-7e88-4900-b651-331d2f29dbca,4eee1525-0d5f-4bb6-8aab-d9411a52aea0,engaged,0.93
b8b7b9cb-7e88-4900-b651-331d2f29dbca,4eee1525-0d5f-4bb6-8aab-d9411a52aea0,confused,0.86
84759cb8-1d96-4d38-8023-14132dcc1dd8,1c8a1c89-f53d-4936-a38a-92de2d443dba,engaged,0.67
d03dbe8a-48ba-461f-814c-9e28e198eedf,982ca04f-0de4-4422-aa38-1c52420ab45b,engaged,0.79
d03dbe8a-48ba-461f-814c-9e28e198eedf,982ca04f-0de4-4422-aa38-1c52420ab45b,engaged,0.61
7347f9b2-9e85-4bb2-9be4-6349d0b8297c,1f82ff6b-efc7-4308-b26b-2a11036058c2,bored,0.83
7347f9b2-9e85-4bb2-9be4-6349d0b8297c,1f82ff6b-efc7-4308-b26b-2a11036058c2,drowsy,0.52
7347f9b2-9e85-4bb2-9be4-6349d0b8297c,1f82ff6b-efc7-4308-b26b-2a11036058c2,engaged,0.9
7347f9b2-9e85-4bb2-9be4-6349d0b8297c,1f82ff6b-efc7-4308-b26b-2a11036058c2,drowsy,0.78
e31c057a-bb94-4b01-8b11-b7154ac2a26a,c275656c-3b7c-47a3-8286-16ef03f443b1,bored,0.53
e31c057a-bb94-4b01-8b11-b7154ac2a26a,c275656c-3b7c-47a3-8286-16ef03f443b1,engaged,0.92
48ec2355-9f87-4bed-914d-99e1fac4f037,e86ad7f3-85cd-49c5-8480-3660505bf512,bored,0.92
48ec2355-9f87-4bed-914d-99e1fac4f037,e86ad7f3-85cd-49c5-8480-3660505bf512,engaged,0.91
afc54a15-b616-433f-a145-02b88f8c0572,f88e52d4-0310-4e95-90a0-f6de7fd6da86,bored,0.87
7c37cb3e-7938-4708-8afe-ea65055e1fde,b6145cf5-6f94-47e3-9956-c7e2638e48d0,engaged,0.83
7c37cb3e-7938-4708-8afe-ea65055e1fde,b6145cf5-6f94-47e3-9956-c7e2638e48d0,happy,0.69
7c37cb3e-7938-4708-8afe-ea65055e1fde,b6145cf5-6f94-47e3-9956-c7e2638e48d0,happy,0.57
7c37cb3e-7938-4708-8afe-ea65055e1fde,b6145cf5-6f94-47e3-9956-c7e2638e48d0,engaged,0.64
40fd6085-887f-4441-a7e0-92318e3f677c,62d398a6-966c-4576-81c8-03c074037009,happy,0.67
40fd6085-887f-4441-a7e0-92318e3f677c,62d398a6-966c-4576-81c8-03c074037009,engaged,0.67
f17e6e86-34e4-4053-8f08-c700db7f1501,060ede3b-86bc-419b-bdc6-ab0fb06da831,bored,0.77
f17e6e86-34e4-4053-8f08-c700db7f1501,060ede3b-86bc-419b-bdc6-ab0fb06da831,drowsy,0.6
f17e6e86-34e4-4053-8f08-c700db7f1501,060ede3b-86bc-419b-bdc6-ab0fb06da831,engaged,0.59
f17e6e86-34e4-4053-8f08-c700db7f1501,060ede3b-86bc-419b-bdc6-ab0fb06da831,bored,0.84
df45d35a-533c-4162-a822-d8ff8781be6f,b6145cf5-6f94-47e3-9956-c7e2638e48d0,happy,0.5
df45d35a-533c-4162-a822-d8ff8781be6f,b6145cf5-6f94-47e3-9956-c7e2638e48d0,happy,0.57
74b05afd-04a3-411f-a027-48c974ef1a93,f88e52d4-0310-4e95-90a0-f6de7fd6da86,drowsy,0.71
74b05afd-04a3-411f-a027-48c974ef1a93,f88e52d4-0310-4e95-90a0-f6de7fd6da86,engaged,0.57
16ec75a6-78de-4456-9a4b-d543ae17656e,f88e52d4-0310-4e95-90a0-f6de7fd6da86,confused,0.96
2eb65ca3-ee14-488e-9db9-25243eef2cb8,37040e86-f442-4ba4-a04c-a5d15b7c83de,drowsy,0.82
2eb65ca3-ee14-488e-9db9-25243eef2cb8,37040e86-f442-4ba4-a04c-a5d15b7c83de,engaged,0.71
2eb65ca3-ee14-488e-9db9-25243eef2cb8,37040e86-f442-4ba4-a04c-a5d15b7c83de,drowsy,0.55
2eb65ca3-ee14-488e-9db9-25243eef2cb8,37040e86-f442-4ba4-a04c-a5d15b7c83de,frustrated,0.68
fd41ebb2-ca3c-496b-925d-d71cab4944aa,f99fdd8c-edd0-4948-98c7-5e392d9c0464,engaged,0.81
fd41ebb2-ca3c-496b-925d-d71cab4944aa,f99fdd8c-edd0-4948-98c7-5e392d9c0464,happy,0.97
f32f55f8-88b8-4a28-9181-b7180dc065a1,167bddb9-7ef3-409f-afdf-93a74ae9742b,engaged,0.73
f32f55f8-88b8-4a28-9181-b7180dc065a1,167bddb9-7ef3-409f-afdf-93a74ae9742b,happy,0.83
f32f55f8-88b8-4a28-9181-b7180dc065a1,167bddb9-7ef3-409f-afdf-93a74ae9742b,bored,0.59
04903f85-d85e-4a31-b566-dd566f9698eb,d2581614-c3b4-4dd0-8455-60c529e83518,confused,0.8
04903f85-d85e-4a31-b566-dd566f9698eb,d2581614-c3b4-4dd0-8455-60c529e83518,bored,0.61
04903f85-d85e-4a31-b566-dd566f9698eb,d2581614-c3b4-4dd0-8455-60c529e83518,confused,0.6
885fdb0b-26ab-41d7-8d1c-8dbde8889889,ed9167ed-68fe-4b84-a02b-456fb6930937,drowsy,0.74
64cbe8b9-8bfb-41df-a405-be5c7bce2bda,504f60ec-d1ff-4f98-9aec-49d697bb14be,drowsy,0.6
64cbe8b9-8bfb-41df-a405-be5c7bce2bda,504f60ec-d1ff-4f98-9aec-49d697bb14be,bored,0.85
60ec872c-56f9-43cb-bca0-bf213c0506f1,12bc27c1-fe24-42c3-a1cf-68cb14fc2726,bored,0.95
8fee374a-5f9a-4a9d-b0a5-383eaebda193,da16a725-436d-4f91-9fb7-bdf400f3ec02,bored,0.69
8fee374a-5f9a-4a9d-b0a5-383eaebda193,da16a725-436d-4f91-9fb7-bdf400f3ec02,drowsy,0.65
8fee374a-5f9a-4a9d-b0a5-383eaebda193,da16a725-436d-4f91-9fb7-bdf400f3ec02,drowsy,0.58
21b106b4-c58e-4779-8484-5478d092f82c,37c32447-0279-46e8-837c-1054aa1ac8ff,happy,0.69
21b106b4-c58e-4779-8484-5478d092f82c,37c32447-0279-46e8-837c-1054aa1ac8ff,drowsy,0.77
21b106b4-c58e-4779-8484-5478d092f82c,37c32447-0279-46e8-837c-1054aa1ac8ff,bored,0.68
21b106b4-c58e-4779-8484-5478d092f82c,37c32447-0279-46e8-837c-1054aa1ac8ff,happy,0.8
d1fb404f-61c6-4b79-9129-288e8dd3f823,b5cb166f-e2b7-4f3f-9dbf-5e4b860bbd26,bored,0.82
7347f9b2-9e85-4bb2-9be4-6349d0b8297c,e0f26522-fe7a-4f6e-a56b-e6ca98ea9374,happy,0.55
7347f9b2-9e85-4bb2-9be4-6349d0b8297c,e0f26522-fe7a-4f6e-a56b-e6ca98ea9374,engaged,0.83
7347f9b2-9e85-4bb2-9be4-6349d0b8297c,e0f26522-fe7a-4f6e-a56b-e6ca98ea9374,bored,0.93
7347f9b2-9e85-4bb2-9be4-6349d0b8297c,e0f26522-fe7a-4f6e-a56b-e6ca98ea9374,engaged,0.51
eb0e05d3-bd83-4809-8818-a46662707e31,d2581614-c3b4-4dd0-8455-60c529e83518,engaged,0.76
eb0e05d3-bd83-4809-8818-a46662707e31,d2581614-c3b4-4dd0-8455-60c529e83518,frustrated,0.79
eb0e05d3-bd83-4809-8818-a46662707e31,d2581614-c3b4-4dd0-8455-60c529e83518,happy,0.84
97c281fc-7136-42da-81d0-5903b6ab3a23,1d9b057c-8f47-4618-a18f-dc90a2aec0e1,confused,0.69
97c281fc-7136-42da-81d0-5903b6ab3a23,1d9b057c-8f47-4618-a18f-dc90a2aec0e1,engaged,0.89
97c281fc-7136-42da-81d0-5903b6ab3a23,1d9b057c-8f47-4618-a18f-dc90a2aec0e1,drowsy,0.76
da2bbd3a-5341-4a45-b24b-9839d858ef2b,67f97c04-2061-4cce-9fee-21e6d9359156,drowsy,0.7
da2bbd3a-5341-4a45-b24b-9839d858ef2b,67f97c04-2061-4cce-9fee-21e6d9359156,happy,0.85
da2bbd3a-5341-4a45-b24b-9839d858ef2b,67f97c04-2061-4cce-9fee-21e6d9359156,frustrated,0.95
da2bbd3a-5341-4a45-b24b-9839d858ef2b,67f97c04-2061-4cce-9fee-21e6d9359156,engaged,0.89
93ed789f-2deb-4b59-aeb1-77c1fa8f5638,4d408542-5db9-4700-bb69-466d9e0ebde8,frustrated,0.95
93ed789f-2deb-4b59-aeb1-77c1fa8f5638,4d408542-5db9-4700-bb69-466d9e0ebde8,confused,0.63
91b16d36-6fa6-4978-8bd0-fb99cfdeae5d,b4a2ed94-bf28-4d21-833e-2f31148d7f3e,happy,0.56
91b16d36-6fa6-4978-8bd0-fb99cfdeae5d,b4a2ed94-bf28-4d21-833e-2f31148d7f3e,engaged,0.76
91b16d36-6fa6-4978-8bd0-fb99cfdeae5d,b4a2ed94-bf28-4d21-833e-2f31148d7f3e,confused,0.52
da0916f3-44ca-410b-8fe2-2540777129bd,e82c5df7-88ec-4e25-b105-2019a9375744,happy,0.82
da0916f3-44ca-410b-8fe2-2540777129bd,e82c5df7-88ec-4e25-b105-2019a9375744,bored,0.62
6670c85d-d0a9-44fb-8116-269e19f72a82,631a96bf-f75b-4247-9cd1-361e889a732b,happy,0.72
6670c85d-d0a9-44fb-8116-269e19f72a82,631a96bf-f75b-4247-9cd1-361e889a732b,engaged,0.81
6670c85d-d0a9-44fb-8116-269e19f72a82,631a96bf-f75b-4247-9cd1-361e889a732b,engaged,0.73
