interaction_id,student_id,chapter_id,subject_name,score,rating,completion_rate,time_spent_minutes,status,engagement_score
7aafa3df-41ac-422d-81a0-d7d8106e2e82,20928875-7752-4e2e-8c4a-042b51fc79a6,6ddf6edd-0111-4d2f-870d-f65e58390b74,Art & Design,54,2.6,0.68,49,in_progress,0.2
102433a8-6fd9-4571-9a2b-5dd98fb59988,37971885-6a0e-4a89-b2e1-1137fb2f1867,61c217be-f5d5-46bc-80dd-c4fcff0bda8c,Mathematics,73,4.1,0.69,6,in_progress,0.59
431ee220-26fb-4a8e-af5f-59f4409d5c17,671e6c95-d8a8-44a9-9263-de1f2539d1c4,ef314c2a-307f-483b-af4d-91cafdd781c3,English,65,4.0,0.56,54,in_progress,0.55
5551e928-0ea3-4832-b84f-c1b30aa0b3e0,1a11bc41-131c-4997-952f-b3ffdac09818,84bc861c-223e-40c4-8b85-5dcc91df3683,Economics,61,2.9,0.76,60,in_progress,0.37
c70bd8b1-19ae-411c-91ee-1e69cc8ab994,671e6c95-d8a8-44a9-9263-de1f2539d1c4,e82c5df7-88ec-4e25-b105-2019a9375744,Political Science,53,2.9,0.61,73,in_progress,0.32
1060206b-223e-412c-8dcf-6b14b7b55061,189dd3b1-e651-4e30-91f6-298d010cb0f0,1783414f-2acb-4df6-b3fa-c7faf2e9c4f5,Psychology,70,4.2,0.68,79,in_progress,0.77
e6c99072-13fc-4321-9882-1ea5512306a3,4a8606ad-6b4b-4906-a1d5-c348998e2a44,c7e9a054-eaed-4c63-a666-b0e14f023539,Psychology,75,3.6,0.81,55,in_progress,0.42
97dc89d6-da5c-464b-ab0e-f6e7db2804c4,a0fdb2de-9efa-448d-9c08-4e03729ffba3,1f82ff6b-efc7-4308-b26b-2a11036058c2,Mathematics,74,3.7,0.67,29,in_progress,0.54
5fcf8d7a-ad1b-450d-83db-b8f48eeae34d,5fd50c7f-8f85-494d-88b9-cb2d5121bf0f,3e87658f-d780-4702-bd3e-597ea92204ae,Computer Science,77,3.5,0.87,72,in_progress,1.0
5ca459ac-8c19-472c-bf53-9ee2bf1547b3,f22a7889-4b43-4ce2-9596-af069b941c91,37b2797c-6682-48ce-99ab-d05419b0a0ef,Computer Science,60,2.9,0.72,50,in_progress,0.76
c1eb2ab6-ae75-4075-97bc-496c7fdeb8d8,9ce1d60d-5963-4810-a809-49267f4b3d12,bb276bc1-4f5a-4e59-8d3a-d7fa101465d2,Environmental Science,38,1.5,0.5,50,in_progress,0.67
86b05471-f834-4b40-9ad0-35a3d122dc67,41ffb463-f5a6-41c5-a188-7a3f700344c7,6a1527b7-274e-4025-8d62-7300aeef1254,Economics,55,2.8,0.6,48,in_progress,0.36
9efef322-6306-4c76-a778-3851a5f9f8c7,60410e39-d92c-4845-8e82-e94653e4bf98,17e3bb60-a2ea-4ba3-b7f5-8b9e2924f125,Music,80,4.4,0.76,25,in_progress,0.76
3d4660d9-fe1a-4cc6-8a97-aea5ef5dea22,a1108901-1097-4cab-92ee-f83c41d94db1,08502d75-001a-4746-9f8c-6c389813626b,Physics,78,3.7,0.84,27,in_progress,0.63
a73f1785-3902-463f-9677-fcf55352e606,026d895e-8435-4e5e-9d59-1b3ebd5f8d36,ef191b5d-7c28-4758-be48-d6e35df07861,Economics,39,1.7,0.53,62,in_progress,0.55
f57c73de-249e-4390-8334-27298660a80d,2eafe263-d549-40fd-8857-8e7b6d7d4129,0c832f13-ea9f-41d3-89ac-772dceb42325,Economics,78,4.1,0.8,57,in_progress,0.43
52855305-48e4-475a-a195-bcc1eafc80eb,9472c2e6-7915-4f77-9a45-541fd029fc30,1d5a8a86-b8ce-4ae8-a836-0130bf528dd9,Mathematics,71,3.7,0.84,42,in_progress,0.75
20a9f56e-49c7-43d8-a910-4dab098fce67,27ff9f56-3a99-4c61-91b8-c639b2b8a868,84bc861c-223e-40c4-8b85-5dcc91df3683,Economics,63,3.4,0.74,26,in_progress,0.5
42646292-62de-4f13-8012-545a04d18f72,3f155382-a9e6-4917-838b-8e489de307b1,cdb9c870-6a5f-4bff-a70d-30ff378dc227,Political Science,87,4.4,0.91,49,completed,0.44
7ea5107e-bc0b-41a8-be0a-da08e75cfa68,f33966b7-6928-4ead-85fa-d4ebb3084bbd,12bc27c1-fe24-42c3-a1cf-68cb14fc2726,Computer Science,81,4.1,0.89,17,in_progress,0.41
73ea6852-da7b-4d20-ac43-1cae36e33c92,a7e65ee2-0f90-4ff7-95ef-db30dbca040d,61c217be-f5d5-46bc-80dd-c4fcff0bda8c,Mathematics,80,4.2,0.93,55,completed,1.0
7e2eee26-bd82-4899-83a6-2999020722aa,a6a4285b-7342-4c13-962b-13e89fdac0f8,e14f9028-8b03-4650-a739-145d2d982681,Art & Design,73,4.0,0.81,49,in_progress,0.64
8994f970-4dad-4b94-a5e0-7b78c78cad26,8d6c051c-31b2-468d-9283-a1346a462bbb,1c4ca3db-bb96-4416-b617-09d20a18a84f,Computer Science,51,2.1,0.55,44,in_progress,0.49
5c7a942a-4480-406e-b45a-ab533bcfd46d,4905f734-84ab-4bb4-93b7-164a2e05efa9,c275656c-3b7c-47a3-8286-16ef03f443b1,Art & Design,38,2.0,0.43,35,in_progress,0.82
a4191746-b792-4340-8899-59ef96ff46e7,53b8d099-7b5e-4ca3-839b-e91361585cb4,e86ad7f3-85cd-49c5-8480-3660505bf512,Biology,88,4.1,0.94,92,completed,0.97
77ae5e6b-fec2-4ff3-b6a9-f80f66fc0cd6,7968e28f-18e9-4d13-ae12-06e5baab2965,fdd06f53-1583-4039-a7d1-094cc7e86636,Economics,100,5.0,0.98,31,completed,0.77
f8ae2605-994c-4ec8-a82b-66e2402ae62d,59ebd485-7f1d-4a3e-bb71-764f5579817c,0c832f13-ea9f-41d3-89ac-772dceb42325,Economics,56,2.8,0.7,55,in_progress,0.77
538ea43a-961f-41b0-bac1-c402afbf6618,216b974f-e287-465b-8353-e771f69df97e,0fdab15a-81d0-4631-8cc4-7aa3cda3f46f,Mathematics,46,2.2,0.4,51,in_progress,0.28
66c50fb4-82e1-48a9-a509-d06709950f0d,60ec872c-56f9-43cb-bca0-bf213c0506f1,17e3bb60-a2ea-4ba3-b7f5-8b9e2924f125,Music,79,4.3,0.76,87,in_progress,0.81
60cb7f55-4657-4a8b-9175-63f0760a8b2b,1684944f-a6e9-46c5-8202-5c01c1eaef23,434fda94-4178-4801-b233-4fe8b6377172,Psychology,42,2.0,0.41,40,in_progress,0.97
a986cad7-f6a8-4c6a-ae53-905b7095f41a,36139039-61e8-47b2-8ae1-8c4439ded02e,4ff596db-71f0-42a7-8915-82f158811983,History,58,2.6,0.52,5,in_progress,0.34
05344ba7-2afe-4c92-bc34-addf8168a347,44b08c32-03fc-4933-bf94-bd08914be50e,629ac5a5-7c34-4fb0-8e37-e248ba4325b1,Environmental Science,91,4.9,0.9,46,completed,1.0
9e636b18-c48e-4d8f-b5be-13f1ba269f83,9fed5260-9bae-41ad-b5c6-61951268699c,39ac3102-1ea8-48fc-9019-99f785343a49,Economics,66,3.6,0.58,40,in_progress,0.61
3a8c498b-2d17-44c6-baaf-4df33cc8372d,1c508621-4a98-458d-bb3c-05169c154ea8,39ac3102-1ea8-48fc-9019-99f785343a49,Economics,82,4.1,0.88,87,in_progress,0.21
0e761d7c-6029-496b-9e3c-07854715eedc,89c9e2bd-02fc-4239-b32f-c3e5a80af6d9,47800378-7c13-4873-8a4e-15082ec11d6f,Biology,52,2.8,0.65,50,in_progress,0.48
b65ac4b1-9413-4da4-932d-3e993c8aa728,27b3c5bf-4620-4a17-bdc8-c04469851943,1f82ff6b-efc7-4308-b26b-2a11036058c2,Mathematics,48,2.3,0.39,33,in_progress,0.77
b93a3edb-7864-4492-8c5f-7c2f2b0577c0,2f2b3797-d5eb-4d88-b927-ad4eb66fbd75,f99fdd8c-edd0-4948-98c7-5e392d9c0464,Hindi,70,3.3,0.76,52,in_progress,0.72
83534188-83e2-490d-8beb-8cff2af262da,2b220d97-f631-4712-b82f-7d2fbf9ee71c,c50f003b-39a7-4345-8e9b-03c93589d37f,Chemistry,69,3.7,0.79,44,in_progress,0.62
a02361d5-7a01-4dc0-927a-f33437a06296,6a321b85-1ba4-41f0-beb8-2108c16641ea,7eca250a-43f4-41e4-9265-5e186f87be71,Psychology,84,4.0,0.83,76,in_progress,0.51
a49bee41-0eac-410c-a263-0b59a9b203ef,165ef2ac-a644-4486-af9d-2e1665514ce3,2bfab3a2-dd1e-4b36-834a-d02c615efb0c,Psychology,78,4.0,0.89,58,in_progress,0.54
827d85bb-b399-4943-9e09-9fed261e49f0,801a6868-29f0-417b-a9f2-fa06b906ee14,f195f5da-112c-4ebd-94af-dd02e1f0b797,Psychology,69,3.4,0.83,83,in_progress,0.81
62872540-8691-4526-9d18-77825730d436,0223d530-4be9-41e7-97f7-de31be5ca8b5,4a36793c-77ad-4cab-80a4-6b64611bb1f2,English,38,1.8,0.36,68,in_progress,0.76
4433f45c-d405-41e1-a282-03a2fcd3cf05,20928875-7752-4e2e-8c4a-042b51fc79a6,2bfab3a2-dd1e-4b36-834a-d02c615efb0c,Psychology,88,4.6,0.79,5,in_progress,0.95
b5f82a9b-9dea-4e77-8934-6883cc5a2798,efbd06ac-4953-44d3-996d-6eec3e9ebf46,f88e52d4-0310-4e95-90a0-f6de7fd6da86,Economics,66,3.5,0.6,57,in_progress,0.87
bb5b1ecc-485b-43ee-b67d-c070cf7d64ae,b8b7b9cb-7e88-4900-b651-331d2f29dbca,4eee1525-0d5f-4bb6-8aab-d9411a52aea0,Economics,49,2.5,0.57,68,in_progress,0.5
d3dcefcf-33af-4298-ae9d-07e61010fc56,84759cb8-1d96-4d38-8023-14132dcc1dd8,1c8a1c89-f53d-4936-a38a-92de2d443dba,Chemistry,60,3.4,0.69,5,in_progress,0.91
f8b20d1e-5910-4267-b9da-836572a2bf85,d03dbe8a-48ba-461f-814c-9e28e198eedf,982ca04f-0de4-4422-aa38-1c52420ab45b,Computer Science,50,2.5,0.41,70,in_progress,0.75
1824039d-a9a0-4542-9949-7c1c6a2e98b8,7347f9b2-9e85-4bb2-9be4-6349d0b8297c,1f82ff6b-efc7-4308-b26b-2a11036058c2,Mathematics,72,3.6,0.71,58,in_progress,0.52
25371a77-83ab-40ff-b1a6-48a4f551151a,e31c057a-bb94-4b01-8b11-b7154ac2a26a,c275656c-3b7c-47a3-8286-16ef03f443b1,Art & Design,68,3.4,0.6,54,in_progress,0.61
5ada24b7-250f-4aa5-b978-1f5bb3ac9c96,48ec2355-9f87-4bed-914d-99e1fac4f037,e86ad7f3-85cd-49c5-8480-3660505bf512,Biology,100,5.0,1.0,69,completed,0.96
acff0547-7239-4ae1-977c-ba2d362f561d,afc54a15-b616-433f-a145-02b88f8c0572,f88e52d4-0310-4e95-90a0-f6de7fd6da86,Economics,74,4.0,0.71,41,in_progress,0.33
97b30dc4-ca8f-472c-b0e6-7b904665490b,7c37cb3e-7938-4708-8afe-ea65055e1fde,b6145cf5-6f94-47e3-9956-c7e2638e48d0,Physics,80,3.5,0.72,51,in_progress,0.98
f860ecb0-e402-4e6f-b45e-54059a4de33d,40fd6085-887f-4441-a7e0-92318e3f677c,62d398a6-966c-4576-81c8-03c074037009,Chemistry,85,4.1,0.79,18,in_progress,0.97
6fef0efa-e64b-426c-b09a-0130e3cdc986,f17e6e86-34e4-4053-8f08-c700db7f1501,060ede3b-86bc-419b-bdc6-ab0fb06da831,Environmental Science,82,4.0,0.97,50,completed,0.38
b680d7ae-fd4b-49d8-9ac2-2afd5457e17c,df45d35a-533c-4162-a822-d8ff8781be6f,b6145cf5-6f94-47e3-9956-c7e2638e48d0,Physics,86,4.3,0.97,5,completed,0.42
cec6c8c9-cb2b-479d-9d47-76e5a4695f0b,74b05afd-04a3-411f-a027-48c974ef1a93,f88e52d4-0310-4e95-90a0-f6de7fd6da86,Economics,63,3.1,0.75,45,in_progress,0.61
36ddfa35-a535-401e-93d8-8245740bbeed,16ec75a6-78de-4456-9a4b-d543ae17656e,f88e52d4-0310-4e95-90a0-f6de7fd6da86,Economics,58,3.1,0.59,17,in_progress,0.71
3b146928-3987-4e48-a221-66018dc51581,2eb65ca3-ee14-488e-9db9-25243eef2cb8,37040e86-f442-4ba4-a04c-a5d15b7c83de,Hindi,80,4.5,0.79,51,in_progress,0.45
25acb52a-073f-49a2-9339-5612a59d2c41,fd41ebb2-ca3c-496b-925d-d71cab4944aa,f99fdd8c-edd0-4948-98c7-5e392d9c0464,Hindi,100,5.0,1.0,86,completed,0.95
1ff320a3-ba6e-43ba-aff6-a40e4bf14463,f32f55f8-88b8-4a28-9181-b7180dc065a1,167bddb9-7ef3-409f-afdf-93a74ae9742b,Geography,51,2.8,0.6,74,in_progress,0.78
91bca39f-297f-4f15-a378-58c222919edf,04903f85-d85e-4a31-b566-dd566f9698eb,d2581614-c3b4-4dd0-8455-60c529e83518,Economics,58,2.8,0.48,66,in_progress,0.25
d3b07eb4-93eb-4c40-a7c2-47d6c9ff28ad,885fdb0b-26ab-41d7-8d1c-8dbde8889889,ed9167ed-68fe-4b84-a02b-456fb6930937,Music,47,1.7,0.6,49,in_progress,0.17
faa0b573-b5ad-43c7-8673-f58d1926e4ac,64cbe8b9-8bfb-41df-a405-be5c7bce2bda,504f60ec-d1ff-4f98-9aec-49d697bb14be,Biology,57,3.3,0.63,10,in_progress,0.59
6ddc1703-2a74-430f-87a8-7063daafa5ff,60ec872c-56f9-43cb-bca0-bf213c0506f1,12bc27c1-fe24-42c3-a1cf-68cb14fc2726,Computer Science,70,3.5,0.72,67,in_progress,0.31
5d0811e1-4cc0-4ab2-9b90-c4802f66d2e9,8fee374a-5f9a-4a9d-b0a5-383eaebda193,da16a725-436d-4f91-9fb7-bdf400f3ec02,Geography,59,2.9,0.52,22,in_progress,0.7
ab0acff7-8af8-4a3d-83cd-ad97007f91a1,21b106b4-c58e-4779-8484-5478d092f82c,37c32447-0279-46e8-837c-1054aa1ac8ff,Mathematics,69,3.4,0.76,36,in_progress,0.5
b414e438-0095-48d3-b36f-2389fdf9c2d0,d1fb404f-61c6-4b79-9129-288e8dd3f823,b5cb166f-e2b7-4f3f-9dbf-5e4b860bbd26,Biology,67,3.2,0.69,33,in_progress,0.36
77605066-0155-435c-884e-7e403a1fb603,7347f9b2-9e85-4bb2-9be4-6349d0b8297c,e0f26522-fe7a-4f6e-a56b-e6ca98ea9374,Political Science,94,4.7,0.85,55,in_progress,0.84
a472c01f-e8d5-43aa-b912-e4a5002e7c39,eb0e05d3-bd83-4809-8818-a46662707e31,d2581614-c3b4-4dd0-8455-60c529e83518,Economics,77,3.7,0.86,34,in_progress,0.48
bf39759c-9a3e-411e-b35f-af5d466a22d6,97c281fc-7136-42da-81d0-5903b6ab3a23,1d9b057c-8f47-4618-a18f-dc90a2aec0e1,Computer Science,68,2.7,0.77,56,in_progress,0.66
1eb61074-05f7-4f08-a554-ebe98eadb62f,da2bbd3a-5341-4a45-b24b-9839d858ef2b,67f97c04-2061-4cce-9fee-21e6d9359156,Geography,100,5.0,1.0,12,completed,0.64
abcd8b9f-3ab3-46d0-958c-0521892c5349,93ed789f-2deb-4b59-aeb1-77c1fa8f5638,4d408542-5db9-4700-bb69-466d9e0ebde8,History,56,2.4,0.54,32,in_progress,0.38
44213fc1-22c6-437e-a8fc-d87f3df36126,91b16d36-6fa6-4978-8bd0-fb99cfdeae5d,b4a2ed94-bf28-4d21-833e-2f31148d7f3e,Chemistry,96,5.0,0.88,92,in_progress,0.8
baf12ea2-bc60-48da-a892-32a3bfbc4eb2,da0916f3-44ca-410b-8fe2-2540777129bd,e82c5df7-88ec-4e25-b105-2019a9375744,Political Science,58,3.4,0.51,27,in_progress,0.32
0bd5050b-f9f9-4727-8275-1b0e4e01b089,6670c85d-d0a9-44fb-8116-269e19f72a82,631a96bf-f75b-4247-9cd1-361e889a732b,Environmental Science,87,4.9,1.0,17,completed,0.71
1ac93d20-63bb-4101-ada1-074e49edf696,db2b7b42-4a4a-4b28-9562-7c558e3fac46,982ca04f-0de4-4422-aa38-1c52420ab45b,Computer Science,55,2.6,0.5,28,in_progress,0.49
1e748f7e-a83c-484f-b55f-f939bbc3d431,9030c96f-152b-4455-8a6f-57d131b1e4ce,92eb2c16-0836-4b66-ac4c-1c7eee48553b,Psychology,17,1.1,0.1,52,not_started,0.58
a7cd02f9-2cf2-40a9-903f-da43452e0846,4c21bd2e-b8af-49fc-9745-e7d339807a14,49495563-f342-4742-abc9-60a11b89879f,Physics,63,3.2,0.57,55,in_progress,0.64
cfc81843-d405-4849-9c73-5608f8e3f3ce,dce96597-076b-4509-b09c-137adbf60112,0155c85b-1daa-4984-871a-9e1c812c2947,Art & Design,90,5.0,0.99,33,completed,0.4
72e5f22e-0d17-4db2-84d3-69925fbea3f5,386ab489-05cc-4400-a0e9-222df34ff518,62d398a6-966c-4576-81c8-03c074037009,Chemistry,73,2.8,0.66,14,in_progress,0.76
8bf93e7d-a4e6-41ab-b499-47a7420a6ed4,f977572f-edfa-49fc-a249-665972cd5127,4385ae08-242e-4c84-b33e-5fcde0be1a90,Art & Design,47,2.4,0.49,31,in_progress,0.61
755d18b8-3631-4819-a324-48dc949021eb,9938f079-cc00-45eb-8f7e-131bbfc46dbb,f7f29b8d-347c-4aed-a7d3-76b61d8cf0b0,Environmental Science,55,2.6,0.7,65,in_progress,0.48
83068c67-4d41-4f7e-9be1-3326f44c0edd,6e673f47-adba-4642-8ed7-e5e9c8f2f192,fb345bab-83cb-4c90-aa1e-a292e0edd380,Political Science,84,3.9,0.89,5,in_progress,0.44
d3cced1c-4902-4233-9510-42fd72b53df6,da0916f3-44ca-410b-8fe2-2540777129bd,6a1527b7-274e-4025-8d62-7300aeef1254,Economics,64,3.1,0.78,52,in_progress,0.48
3c0c9436-6ee4-4730-b482-9d59e892064e,97b5ae3e-b169-4139-9ac9-cd7d7617dd4c,0e295d82-1d83-4500-894a-bc20de432a37,Hindi,66,3.3,0.7,42,in_progress,0.62
71cd9f12-55cc-489f-a305-88e232e8e374,48ec2355-9f87-4bed-914d-99e1fac4f037,488ab9b5-a926-4e08-b02a-5a83b066c43b,Chemistry,58,3.1,0.68,50,in_progress,1.0
4d052f56-b4e3-43a4-9b8d-2d0d31378d23,33a92f9c-84f6-4f06-8187-fc536cb16abf,060ede3b-86bc-419b-bdc6-ab0fb06da831,Environmental Science,78,3.8,0.78,39,in_progress,0.86
e74c66bc-19a8-488d-9279-600e0c9daebb,dcaadc59-2cfa-42cd-b4bb-6588d9b30d48,982ca04f-0de4-4422-aa38-1c52420ab45b,Computer Science,65,2.6,0.74,13,in_progress,0.6
78b6cb49-99c3-423c-9024-b1215ec642cf,cbb85cfd-8ad7-4d7b-a21f-4f0ea664dba4,060ede3b-86bc-419b-bdc6-ab0fb06da831,Environmental Science,61,3.3,0.65,49,in_progress,0.75
7cfcd631-8f40-4ff0-805a-d4bbfd88d239,5cfc4671-62a0-4d7a-98e8-c99c62144d72,577248b6-eb14-4461-978d-772d72b3c0e8,Environmental Science,59,3.3,0.65,64,in_progress,0.62
43cda714-24cd-49f3-b2f8-9261977f73c7,9f274d71-8417-40fb-82c4-3e38c8b26525,060ede3b-86bc-419b-bdc6-ab0fb06da831,Environmental Science,57,3.0,0.55,61,in_progress,0.43
0dc621fc-2f35-4632-b0a3-ecb8e33c3f7f,31c7c908-1951-4a3f-9349-0ddfa72efbce,4c8b0fc2-b09a-4ad2-899c-94a22afddfc0,History,81,3.9,0.93,65,completed,0.5
cb382af6-6bdb-414d-9ec9-e8d6f3cc79f0,c731c3cf-cf51-4562-8313-dad72e8c6656,ade28424-1ae3-4004-bb2b-88ac4c209b59,History,60,2.7,0.7,36,in_progress,0.49
8dc3384f-11f0-40ed-8be7-1e2e67550f0b,84759cb8-1d96-4d38-8023-14132dcc1dd8,294aa85e-026a-4715-b190-a658b298f876,Geography,71,3.8,0.78,12,in_progress,0.66
e68675e4-92c2-444c-af49-6e5707b77f44,2b220d97-f631-4712-b82f-7d2fbf9ee71c,21085b8c-ec80-44f4-a9d2-7d1cc2512bbd,Political Science,49,2.3,0.62,9,in_progress,0.9
52ae5467-fdf0-432f-80ec-8042fa91eca0,c4f392cd-16b1-45d3-9f8e-7b1e06158cc2,daf5f868-5d44-4ecd-8764-a983b962ab7f,English,74,3.7,0.68,48,in_progress,1.0
1a5b4988-b77c-4dc2-b67a-48314977e06e,f2d32fc2-4ef2-42ac-bfd2-86d272cbd47b,84bc861c-223e-40c4-8b85-5dcc91df3683,Economics,83,4.2,0.87,54,in_progress,0.64
c9906511-cc54-4c55-aaa7-857ba9ad33a2,3417c8ec-a5d1-4005-ada6-3d904e7928c4,4eee1525-0d5f-4bb6-8aab-d9411a52aea0,Economics,35,1.9,0.36,48,in_progress,0.62
9a2f4c75-3086-40b0-920d-4221bfabd0ca,3a63d16f-dedf-49ab-9c62-27522ed84fb1,e746ba55-bef7-48ec-bbfe-e991838593f1,Psychology,63,3.4,0.56,46,in_progress,0.82
1f4ac996-b74f-4221-8bbb-92f4fcdfc6e4,012e91d4-af2a-4f56-b14c-8c9155af2183,edb51569-452c-49e3-98b7-5e9bffc04af4,Physics,39,2.4,0.3,66,in_progress,0.48
27049519-21bc-4869-a587-6e0e832c8a6a,8c0356c9-2c47-4a18-9d2f-697ab8403c57,47800378-7c13-4873-8a4e-15082ec11d6f,Biology,86,3.6,0.85,38,in_progress,0.93
1a98c924-2ad4-4262-a062-7e740eec7ecd,1d1178d9-51da-4674-b276-898aaa032f71,1783414f-2acb-4df6-b3fa-c7faf2e9c4f5,Psychology,57,2.4,0.51,5,in_progress,0.59
a69c3e28-9318-4795-bcab-7f6c84b15a2c,60410e39-d92c-4845-8e82-e94653e4bf98,040f6143-b050-45d2-b792-4fc7e02b10a5,English,67,3.6,0.73,39,in_progress,0.38
14c8510b-69ef-4e32-b06e-9ede26317567,935cbc71-b7cc-4375-8f30-8a1b08c41425,e0f26522-fe7a-4f6e-a56b-e6ca98ea9374,Political Science,100,5.0,1.0,48,completed,0.57
b5bbe9d4-1685-4a43-8a50-115fb545895c,ee04bade-882c-4cdb-b5af-abdc115e616e,a06a7a9f-24b8-41eb-ba81-7ef658fd75a2,Biology,56,2.6,0.47,96,in_progress,0.38
1393d456-6e30-4b3b-b469-776c682c16ea,3bfccb01-2a54-4cee-9c19-0b3abf15edf6,b5cb166f-e2b7-4f3f-9dbf-5e4b860bbd26,Biology,85,3.5,0.86,69,in_progress,0.19
3b7a5626-c357-4852-9a65-fed55f16c1b7,0918477a-d36c-4eea-ac42-4cbec660c5ba,85260111-12b2-4fd0-b5de-cd24c289549e,Biology,66,3.2,0.65,61,in_progress,0.33
b1e3444e-fe84-4b34-b516-c807aed2b313,a7d3b354-0878-48dc-9ee3-f6684f3937e4,b4a2ed94-bf28-4d21-833e-2f31148d7f3e,Chemistry,55,2.7,0.63,43,in_progress,0.61
54c885da-0de9-4b7a-b651-c46874db3548,b70699de-1842-48a0-a5ca-72199cc385c7,39ac3102-1ea8-48fc-9019-99f785343a49,Economics,39,1.7,0.32,34,in_progress,0.7
afab20ae-b404-418a-b6c0-e2d96d4cb63a,c9b9334e-ceb5-4914-bbb5-000fb352f88c,6d2cb61c-f38a-4f06-99fb-9ca8adbf79b0,Environmental Science,50,2.7,0.58,49,in_progress,0.65
ddde9c5e-9037-45a3-b88e-64238ddf1421,0bdf55da-29bd-4d44-a03b-c0f4e621b07e,17e3bb60-a2ea-4ba3-b7f5-8b9e2924f125,Music,96,4.5,0.93,11,completed,0.95
fea6230f-a56a-48aa-8b1b-9c138fb5f687,025c442d-5e56-4731-a6fe-b50d0af52dc7,4d408542-5db9-4700-bb69-466d9e0ebde8,History,43,1.9,0.4,19,in_progress,0.95
